Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
9,Wed,12/1/2021,21:00 (23:00),Real Madrid,1.9,1–0,2.5,Athletic Club,"33,627",Estadio Santiago Bernabéu,Isidro Díaz de Mera,Match Report,
,,,,,,,,,,,,,
16,Fri,12/3/2021,21:00 (23:00),Granada,1,2–1,2.2,Alavés,"13,511",Estadio Nuevo Los Cármenes,Alberola Rojas,Match Report,
16,Sat,12/4/2021,14:00 (16:00),Sevilla,0.6,1–0,1.9,Villarreal,"30,865",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
16,Sat,12/4/2021,16:15 (18:15),Barcelona,1.1,0–1,0.8,Betis,"66,529",Camp Nou,Pablo González,Match Report,
16,Sat,12/4/2021,18:30 (20:30),Atlético Madrid,1.6,1–2,0.8,Mallorca,"51,009",Estadio Wanda Metropolitano,Juan Martínez,Match Report,
16,Sat,12/4/2021,21:00 (23:00),Real Sociedad,0.9,0–2,1.7,Real Madrid,"35,765",Estadio Municipal de Anoeta,Jesús Gil,Match Report,
16,Sun,12/5/2021,14:00 (16:00),Rayo Vallecano,0.8,1–0,0.6,Espanyol,"8,679",Estadio del Rayo Vallecano,José Luis Munuera,Match Report,
16,Sun,12/5/2021,16:15 (18:15),Elche,2.7,3–1,1.6,Cádiz,"11,879",Estadio Manuel Martínez Valero,Alejandro Muñíz,Match Report,
16,Sun,12/5/2021,18:30 (20:30),Levante,0.6,0–0,0.4,Osasuna,"15,361",Estadio Ciudad de Valencia,Valentín Pizarro,Match Report,
16,Sun,12/5/2021,21:00 (23:00),Celta Vigo,0.9,1–2,1.2,Valencia,"11,361",Estadio de Balaídos,Ricardo de Burgos,Match Report,
16,Mon,12/6/2021,21:00 (23:00),Getafe,1.6,0–0,0.7,Athletic Club,"9,176",Coliseum Alfonso Pérez,Jorge Figueroa,Match Report,
,,,,,,,,,,,,,
17,Fri,12/10/2021,21:00 (23:00),Mallorca,1.2,0–0,1.3,Celta Vigo,"10,655",Iberostar Estadi,Isidro Díaz de Mera,Match Report,
17,Sat,12/11/2021,14:00 (16:00),Espanyol,2.4,4–3,3,Levante,"15,193",RCDE Stadium,Adrián Cordero,Match Report,
17,Sat,12/11/2021,16:15 (18:15),Alavés,0.6,1–1,1,Getafe,"10,065",Estadio de Mendizorroza,César Soto,Match Report,
17,Sat,12/11/2021,18:30 (20:30),Valencia,1.9,2–1,1,Elche,"31,662",Estadio de Mestalla,Santiago Jaime,Match Report,
17,Sat,12/11/2021,21:00 (23:00),Athletic Club,1.9,0–1,0.3,Sevilla,"36,737",San Mamés,Alejandro Hernández,Match Report,
17,Sun,12/12/2021,14:00 (16:00),Villarreal,2.6,2–0,2.2,Rayo Vallecano,"13,133",Estadio de la Cerámica,Mario Melero,Match Report,
17,Sun,12/12/2021,16:15 (18:15),Osasuna,0.3,2–2,0.9,Barcelona,"21,427",Estadio El Sadar,Juan Martínez,Match Report,
17,Sun,12/12/2021,18:30 (20:30),Betis,1.7,4–0,1.2,Real Sociedad,"52,158",Estadio Benito Villamarín,José Sánchez,Match Report,
17,Sun,12/12/2021,21:00 (23:00),Real Madrid,0.6,2–0,0.8,Atlético Madrid,"51,024",Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,
17,Mon,12/13/2021,21:00 (23:00),Cádiz,0.7,1–1,1.6,Granada,"13,052",Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias,Match Report,
,,,,,,,,,,,,,
18,Fri,12/17/2021,21:00 (23:00),Celta Vigo,1,3–1,0.3,Espanyol,"9,526",Estadio de Balaídos,Valentín Pizarro,Match Report,
18,Sat,12/18/2021,14:00 (16:00),Rayo Vallecano,2,2–0,0.3,Alavés,"7,911",Estadio del Rayo Vallecano,Antonio Matéu Lahoz,Match Report,
18,Sat,12/18/2021,16:15 (18:15),Real Sociedad,1.3,1–3,3,Villarreal,"29,679",Estadio Municipal de Anoeta,Jorge Figueroa,Match Report,
